အမြဲတမ်းအတွင်းဝန်
အငယ်တန်းအင်ဂျင်နီယာ(၃)
ပုံဆွဲ(၃)
ပုံထုတ်(၃)
ပန်းရံ(၃)
ခန့်မှန်း(၃)
လက်သမား(၃)
သစ်အုပ်
ချောင်းအုပ်
ဆင်ခေါင်း
တောအုပ်
စက်ခေါင်းမှူး(၄)
ဆက်သွယ်ရေး(၄)
ပဲ့ချိတ်/ပဲ့ထောင်မောင်း
ရေနံကျွမ်းကျင်(၄)
ဘူမိဗေဒလက်ထောက်(၄)
ဘူမိရူပဗေဒလက်ထောက်(၄)
ဘူမိဓာတုဗေဒလက်ထောက်(၄)
သတ္တုဗေဒလက်ထောက်(၄)
သတ္တုတွင်းလက်ထောက်(၄)
အငယ်တန်းအင်ဂျင်နီယာ(၄)
ပုံဆွဲ(၄)
ပုံထုတ်(၄)
ခန့်မှန်း(၄)
လက်သမား(၄)
ပန်းရံ(၄)
ချောင်းခေါင်း
ဆင်ဦးစီး
ဖောင်ထိန်း
လွှသွေး(၄)
ဘူမိဗေဒလက်ထောက်(၅)
ဘူမိရူပဗေဒလက်ထောက်(၅)
ဘူမိဓာတုဗေဒလက်ထောက်(၅)
သတ္တုဗေဒလက်ထောက်(၅)
သတ္တုတွင်းလက်ထောက်(၅)
ပုံဆွဲ(၅)
ပုံထုတ်(၅)
ခန့်မှန်း(၅)
လက်သမား(၅)
ပန်းရံ(၅)
ဆင်ပဲ့ချိတ်လှံကိုင်
ဝိုင်းဆရာ
ဖောင်ထိန်းအကူ
လွှသွေး(၅)
ဓားသွေး(၅)
သစ်စစ်(၅)
သစ်စာရင်းကိုင်(၅)
သစ်ပေါင်း(၅)
သစ်ရွေး(၅)
ဓားသွေး(၁)
သစ်စစ်(၁)
သစ်စာရင်းကိုင်(၁)
သစ်ပေါင်း(၁)
သစ်ရွေး(၁)
ပစ္စည်းရွေး(၁)
ဘွိုင်လာထိန်း(၁)
တိရစ္ဆာန်ထိန်း(၁)
တိရစ္ဆာန်ဆေးကုမှူး
မြေတိုင်း(၁)
လျှာထိုးစက်ကိုင်(၁)
ထွန်စက်မောင်း(၁)
ငါးဖမ်းကျွမ်းကျင်(၁)
အကြီးတန်းနည်းပြ
ကျန်းမာရေးမှူး(၁)
ဆေးစပ်(၁)
ဆေးဘက်ဆိုင်ရာကျွမ်းကျင်(၁)
အနာကြီးရောဂါစောင့်ရှောက်ရေးမှူး(၁)
ပိုးမွှားစုံစမ်းရေးမှူး
ခန့်မှန်း(၂)
လက်သမား(၂)
ပန်းရံ(၂)
သစ်အုပ်ကြီး
ဆင်အုပ်
လွှသွေး(၂)
ဓားသွေး(၂)
သစ်စစ်(၂)
သစ်စာရင်းကိုင်(၂)
သစ်ပေါင်း(၂)
သစ်ရွေး(၂)
ပစ္စည်းရွေး(၂)
ဘွိုင်လာထိန်း(၂)
တောအုပ်ကြီး
တိရစ္ဆာန်ထိန်း(၂)
ဒု-တိရစ္ဆာန်ဆေးကုမှူး
မြေတိုင်း(၂)
လျှာထိုးစက်ကိုင်(၂)
ထွန်စက်မောင်း(၂)
လွှသွေး(၃)
ဓားသွေး(၃)
သစ်စာရင်းကိုင်(၃)
သစ်စာရင်းကိုင်(၃)
အကြီးတန်းလက်နှိပ်စက်ရိုက်
စက်လွှမောင်း
သစ်ပေါင်း(၃)
သစ်ရွေး(၃)
ပစ္စည်းရွေး(၃)
ဘွိုင်လာထိန်း(၃)
တိရစ္ဆာန်ထိန်း(၃)
လ/ထတိရစ္ဆာန်ဆေးကုမှူး
မြေတိုင်း(၃)
လျှာထိုးစက်ကိုင်(၃)
ထွန်စက်မောင်း(၃)
ဒု-ပျားစခန်းတာဝန်ခံ
ဒု-မွေးမြူရေးမှူး
ငါးဖမ်းကျွမ်းကျင်(၃)
ကျန်းမာရေးမှူး(၃)
အနာကြီးရောဂါစောင့်ရှောက်ရေးမှူး(၃)
ဓားသွေး(၄)
သစ်စစ်(၄)
သစ်စာရင်းကိုင်(၄)
လက်ထောက်လွှစက်မောင်း
သစ်ပေါင်း(၄)
သစ်ရွေး(၄)
ပစ္စည်းရွေး(၄)
ဘွိုင်လာထိန်း(၄)
တောခေါင်း
တိရစ္ဆာန်ထိန်း(၄)
မြေတိုင်း(၄)
လျှာထိုးစက်ကိုင်(၄)
ထွန်စက်မောင်း(၄)
ဆည်စောင့်(၄)
ဥယျာဉ်မှူး
လ/ထမွေးမြူရေးမှူး
လ/ထပျားစခန်းတာဝန်ခံ
ငါးဖမ်းကျွမ်းကျင်(၄)
ကျန်းမာရေးမှူး(၄)
ပစ္စည်းရွေး(၅)
ဘွိုင်လာထိန်း(၅)
တောကြပ်
တိရစ္ဆာန်ထိန်း(၅)
မြေတိုင်း(၅)
လျှာထိုးစက်ကိုင်(၅)
ထွန်စက်မောင်း(၅)
ဆည်စောင့်အကူ
ရုပ်လုံးသွင်း
သစ်တိုင်းအကူ
ငါးဖမ်းကျွမ်းကျင်(၅)
ကျန်းမာရေးမှူး(၅)
ဆေးဘက်ဆိုင်ရာကျွမ်းကျင်(၅)
ဆေးစပ်(၅)
အကူသူနာပြု
ပိုးမွားစုဆောင်းသူ
ဒု-လ/ထဆေးလူမှုဆက်ဆံရေးမှူး
ပုံနှိပ်ကျွမ်းကျင်(၅)
စာပေလက်ထောက်(၅)
ပြည်သူ့ကျန်းမာရေးဆရာမကြီး
အကြီးတန်းသတင်းထောက်
ပုံနှိပ်ကျွမ်းကျင်(၁)
စာပေလက်ထောက်(၁)
ဓာတ်ပုံကျွမ်းကျင်(၁)
အသံလွှင့်ကျွမ်းကျင်(၁)
ရုပ်သံကျွမ်းကျင်(၁)
ဗီဒီယိုကျွမ်းကျင်(၁)
အနုပညာရှင်(၁)
ရိုးရာပန်းပညာရှင်(၁)
အနုပညာရှင်(၁)
စာကြည့်တိုက်လက်ထောက်(၁)
ပြတိုက်လက်ထောက်(၁)
မော်ကွန်းထိန်းလက်ထောက်(၁)
လူမှုဝန်ထမ်း(၁)
သာသနာရေးလက်ထောက်(၁)
အကြီးတန်းစုံစမ်းရေးမှူး
အရောင်း(၁)
စားဖိုမှူး(၁)
စားပွဲထိုး(၁)
ဧည့်ကြို(၁)
မုန့်ဖုတ်(၁)
ဧည့်လမ်းညွှန်(၁)
မျက်မှန်ကျွမ်းကျင်(၁)
သားခုတ်(၁)
အဝတ်လျှော်(၁)
အခမ်းအနားပြင်(၁)
စက်ချုပ်(၁)
အခန်းထိန်း(၁)
ကျွမ်းကျင်(၁)
စစ်ဆေးရေးမှူး(၁)
စိစစ်ရေးမှူး(၁)
စကားပြန်(၁)
ဘာသာပြန်(၁)
သံရုံးအုပ်
အကြီးတန်းလက်ရေးတိုလက်နှိပ်စက်ရိုက်
ဈေးတာဝန်ခံ(၁)
စာစဉ်မှူး
လ/ထမြို့နယ်ပညာရေးမှူး
ဒု-ပိုးမွှားစုံစမ်းရေးမှူး
ဆေးလူမှုဆက်ဆံရေးမှူး
အငယ်တန်းသတင်းထောက်
ပုံနှိပ်ကျွမ်းကျင်(၂)
စာပေလက်ထောက်(၂)
ဓာတ်ပုံကျွမ်းကျင်(၂)
ဗီဒီယိုကျွမ်းကျင်(၂)
ဆေးစပ်(၃)
ဆေးဘက်ဆိုင်ရာကျွမ်းကျင်(၃)
စာပေလက်ထောက်(၃)
ပုံနှိပ်ကျွမ်းကျင်(၃)
ဓာတ်ပုံကျွမ်းကျင်(၃)
ဗီဒီယိုကျွမ်းကျင်(၃)
အသံလွှင့်ကျွမ်းကျင်(၃)
ရုပ်သံကျွမ်းကျင်(၃)
အနုပညာရှင်(၃)
ရိုးရာပန်းပညာရှင်(၃)
စာကြည့်တိုက်လက်ထောက်(၃)
ပြတိုက်လက်ထောက်(၃)
လူမှုဝန်ထမ်း(၃)
မော်ကွန်းထိန်းလက်ထောက်(၃)
ဆေးဘက်ဆိုင်ရာကျွမ်းကျင်(၄)
ဆေးစပ်(၄)
သားဖွားဆရာမ
လ/ထဆေးလူမှုဆက်ဆံရေးမှူး
ပုံနှိပ်ကျွမ်းကျင်(၄)
စာပေလက်ထောက်(၄)
ဓာတ်ပုံကျွမ်းကျင်(၄)
ဗီဒီယိုကျွမ်းကျင်(၄)
ကျွမ်းကျင်(၄)
အသံလွှင့်ကျွမ်းကျင်(၄)
ရုပ်သံကျွမ်းကျင်(၄)
ရိုးရာပညာရှင်(၄)
အနုပညာရှင်(၄)
စာကြည့်တိုက်လက်ထောက်(၄)
ပြတိုက်လက်ထောက်(၄)
ဓာတ်ပုံကျွမ်းကျင်(၅)
ဗီဒီယိုကျွမ်းကျင်(၅)
အသံလွှင့်ကျွမ်းကျင်(၅)
ရုပ်သံကျွမ်းကျင်(၅)
အနုပညာရှင်(၅)
ရိုးရာပန်းပညာရှင်(၅)
အငယ်တန်းလက်နှိပ်စက်ရိုက်
စာကြည့်တိုက်လက်ထောက်(၅)
ပြတိုက်လက်ထောက်(၅)
မော်ကွန်းထိန်းလက်ထောက်(၅)
လူမှုဝန်ထမ်း(၅)
အရောင်း(၅)
ကုန်အမှတ်/ကုန်ချိန်
စားဖိုမှူး(၅)
စားပွဲထိုး(၅)
ဧည့်ကြို(၅)
မုန့်ဖုတ်(၅)
ဧည့်လမ်းညွှန်(၅)
ဧည့်လမ်းညွှန်(၁)
အခမ်းအနားပြင်(၁)
စက်ချုပ်(၁)
စိစစ်ရေးမှူး(၁)
စကားပြန်(၁)
ဘာသာပြန်(၁)
သံရုံးအုပ်
အကြီးတန်းလက်ရေးတိုလက်နှိပ်စက်ရိုက်
ဈေးတာဝန်ခံ(၁)
အသံလွှင့်ကျွမ်းကျင်(၂)
ရုပ်သံကျွမ်းကျင်(၂)
အနုပညာရှင်(၂)
ကျွမ်းကျင်(၂)
ရိုးရာပန်းပညာရှင်(၂)
စာကြည့်တိုက်လက်ထောက်(၂)
ပြတိုက်လက်ထောက်(၂)
မော်ကွန်းထိန်းလက်ထောက်(၂)
လူမှုဝန်ထမ်း(၂)
လူဝင်မှုကြီးကြပ်ရေးမှူး
သာသနာရေးလက်ထောက်(၂)
အရောင်း(၂)
စားဖိုမှူး(၂)
စားပွဲထိုး(၂)
ဧည့်ကြို(၂)
မုန့်ဖုတ်(၂)
ဧည့်လမ်းညွှန်(၂)
မျက်မှန်ကျွမ်းကျင်(၂)
သားခုတ်(၂)
ဒု-လူဝင်မှုကြီးကြပ်ရေးမှူး
သာသနာရေးလက်ထောက်(၃)
အရောင်း(၃)
စားဖိုမှူး(၃)
စားပွဲထိုး(၃)
ဧည့်ကြို(၃)
ဧည့်လမ်းညွှန်(၃)
မုန့်ဖုတ်(၃)
မျက်မှန်ကျွမ်းကျင်(၃)
သားခုတ်(၃)
အဝတ်လျှော်(၃)
အခမ်းအနားပြင်(၃)
စက်ချုပ်(၃)
အခန်းထိန်း(၃)
ကျွမ်းကျင်(၃)
စစ်ဆေးရေးမှူး(၃)
စိစစ်ရေးမှူး(၃)
စကားပြန်(၃)
ဘာသာပြန်(၃)
မော်ကွန်းထိန်းလက်ထောက်(၄)
လူမှုဝန်ထမ်း(၄)
သာသနာရေးလက်ထောက်(၄)
လ/ထလူဝင်မှုကြီးကြပ်ရေးမှူး
လ/ထစုံစမ်းရေးမှူး
အရောင်း(၄)
စားဖိုမှူး(၄)
စားပွဲထိုး(၄)
ဧည့်ကြို(၄)
မုန့်ဖုတ်(၄)
ဧည့်လမ်းညွှန်(၄)
မျက်မှန်ကျွမ်းကျင်(၄)
စစ်ဆေးရေးမှူး(၄)
